frame_index,class,p10,p11,p20,p21
6081,2,990,580,1024,624
6081,3,854,572,886,606
6081,4,977,608,1013,652
6082,0,1004,615,1031,649
6082,1,852,595,890,637
6082,2,990,580,1024,624
6082,3,854,572,886,606
6082,4,977,608,1013,652
6083,0,1004,615,1031,649
6083,1,852,595,890,637
6083,2,990,580,1024,624
6083,3,854,572,886,606
6083,4,977,608,1013,652
6084,0,1004,615,1031,649
6084,1,852,595,890,637
6084,2,990,580,1024,624
6084,3,854,572,886,606
6084,4,977,608,1013,652
6085,0,1004,615,1031,649
6085,1,852,595,890,637
6085,2,990,580,1024,624
6085,3,854,572,886,606
6085,4,977,608,1013,652
6086,0,1004,615,1031,649
6086,1,852,595,890,637
6086,2,990,580,1024,624
6086,3,854,572,886,606
6086,4,977,608,1013,652
6087,0,1004,615,1031,649
6087,1,852,595,890,637
6087,2,990,580,1024,624
6087,3,854,572,886,606
6087,4,977,608,1013,652
6088,0,1004,615,1031,649
6088,1,852,595,890,637
6088,2,990,580,1024,624
6088,3,854,572,886,606
6088,4,977,608,1013,652
6089,0,1004,615,1031,649
6089,1,852,595,890,637
6089,2,990,580,1024,624
6089,3,854,572,886,606
6089,4,977,608,1013,652
6090,0,1004,615,1031,649
6090,1,852,595,890,637
6090,2,990,580,1024,624
6090,3,854,572,886,606
6090,4,977,608,1013,652
6091,0,1004,615,1031,649
6091,1,852,595,890,637
6091,2,990,580,1024,624
6091,3,854,572,886,606
6091,4,977,608,1013,652
6092,0,1004,615,1031,649
6092,1,852,595,890,637
6092,2,990,580,1024,624
6092,3,854,572,886,606
6092,4,977,608,1013,652
6093,0,1004,615,1031,649
6093,1,852,595,890,637
6093,2,990,580,1024,624
6093,3,854,572,886,606
6093,4,977,608,1013,652
6094,0,1004,615,1031,649
6094,1,852,595,890,637
6094,2,990,580,1024,624
6094,3,854,572,886,606
6094,4,977,608,1013,652
6095,0,1004,615,1031,649
6095,1,852,595,890,637
6095,2,990,580,1024,624
6095,3,854,572,886,606
6095,4,977,608,1013,652
6096,0,1004,615,1031,649
6096,1,852,595,890,637
6096,2,990,580,1024,624
6096,3,854,572,886,606
6096,4,977,608,1013,652
6097,0,1004,615,1031,649
6097,1,852,595,890,637
6097,2,990,580,1024,624
6097,3,854,572,886,606
6097,4,977,608,1013,652
6098,0,1004,615,1031,649
6098,1,852,595,890,637
6098,2,990,580,1024,624
6098,3,854,572,886,606
6098,4,977,608,1013,652
6099,0,1004,615,1031,649
6099,1,852,595,890,637
6099,2,990,580,1024,624
6099,3,854,572,886,606
6099,4,977,608,1013,652
6100,0,1004,615,1031,649
6100,1,852,595,890,637
6100,2,990,580,1024,624
6100,3,854,572,886,606
6100,4,977,608,1013,652
6101,0,1004,615,1031,649
6101,1,852,595,890,637
6101,2,990,580,1024,624
6101,3,854,572,886,606
6101,4,977,608,1013,652
6102,0,1004,615,1031,649
6102,1,852,595,890,637
6102,2,990,580,1024,624
6102,3,854,572,886,606
6102,4,977,608,1013,652
6103,0,1004,615,1031,649
6103,1,852,595,890,637
6103,2,990,580,1024,624
6103,3,854,572,886,606
6103,4,977,608,1013,652
6104,0,1004,615,1031,649
6104,1,852,595,890,637
6104,2,990,580,1024,624
6104,3,854,572,886,606
6104,4,977,608,1013,652
6105,0,1004,615,1031,649
6105,1,852,595,890,637
6105,2,990,580,1024,624
6105,3,854,572,886,606
6105,4,977,608,1013,652
6106,0,1004,615,1031,649
6106,1,852,595,890,637
6106,2,990,580,1024,624
6106,3,854,572,886,606
6106,4,977,608,1013,652
6107,0,1004,615,1031,649
6107,1,852,595,890,637
6107,2,990,580,1024,624
6107,3,854,572,886,606
6107,4,977,608,1013,652
6108,0,1004,615,1031,649
6108,1,852,595,890,637
6108,2,990,580,1024,624
6108,3,854,572,886,606
6108,4,977,608,1013,652
6109,0,1004,615,1031,649
6109,1,853,595,890,637
6109,2,990,580,1024,624
6109,3,854,572,886,606
6109,4,977,608,1013,652
6110,0,1004,615,1031,649
6110,1,853,595,890,637
6110,2,990,580,1024,624
6110,3,854,572,886,606
6110,4,977,608,1013,652
6111,0,1004,615,1031,649
6111,1,853,595,890,637
6111,2,990,580,1024,624
6111,3,854,572,886,606
6111,4,977,608,1013,652
6112,0,1004,615,1031,649
6112,1,853,595,890,637
6112,2,990,580,1024,624
6112,3,854,572,886,606
6112,4,977,608,1013,652
6113,0,1004,615,1031,649
6113,1,853,595,890,637
6113,2,990,580,1024,624
6113,3,854,572,886,606
6113,4,977,608,1013,652
6114,0,1004,615,1031,649
6114,1,853,595,890,637
6114,2,990,580,1024,624
6114,3,854,572,886,606
6114,4,977,608,1013,652
6115,0,1004,615,1031,649
6115,1,853,595,890,637
6115,2,990,580,1024,624
6115,3,854,572,886,606
6115,4,977,608,1013,652
6116,0,1004,615,1031,649
6116,1,853,595,890,637
6116,2,990,580,1024,624
6116,3,854,572,886,606
6116,4,977,608,1013,652
6117,0,1004,615,1031,649
6117,1,853,595,890,637
6117,2,990,580,1024,624
6117,3,854,572,886,606
6117,4,977,608,1013,652
6118,0,1004,615,1031,649
6118,1,853,595,890,637
6118,2,990,580,1024,624
6118,3,854,572,886,606
6118,4,977,608,1013,652
6119,0,1004,615,1031,649
6119,1,853,595,890,637
6119,2,990,580,1024,624
6119,3,854,572,886,606
6119,4,977,608,1013,652
6120,0,1004,615,1031,649
6120,1,853,595,890,637
6120,2,990,580,1024,624
6120,3,854,572,886,606
6120,4,977,608,1013,652
6121,0,1004,615,1031,649
6121,1,853,595,890,637
6121,2,990,580,1024,624
6121,3,854,572,886,606
6121,4,977,608,1013,652
6122,0,1004,615,1031,649
6122,1,853,595,890,637
6122,2,990,580,1024,624
6122,3,854,572,886,606
6122,4,977,608,1013,652
6123,0,1004,615,1031,649
6123,1,853,595,890,637
6123,2,990,580,1024,624
6123,3,854,572,886,606
6123,4,977,608,1013,652
6124,0,1004,615,1031,649
6124,1,852,595,889,637
6124,2,990,580,1024,624
6124,3,854,572,886,606
6124,4,977,608,1013,652
6125,0,1004,615,1031,649
6125,1,852,595,889,637
6125,2,990,580,1024,624
6125,3,854,572,886,606
6125,4,977,608,1013,652
6126,0,1004,615,1031,649
6126,1,852,595,889,637
6126,2,990,580,1024,624
6126,3,854,572,886,606
6126,4,977,608,1013,652
6127,0,1004,615,1031,649
6127,1,852,595,889,637
6127,2,990,580,1024,624
6127,3,854,572,886,606
6127,4,977,608,1013,652
6128,0,1004,615,1031,649
6128,1,852,595,889,637
6128,2,990,580,1024,624
6128,3,854,572,886,606
6128,4,977,608,1013,652
6129,0,1004,615,1031,649
6129,1,852,595,889,637
6129,2,990,580,1024,624
6129,3,854,572,886,606
6129,4,977,608,1013,652
6130,0,1004,615,1031,649
6130,1,852,595,889,637
6130,2,990,580,1024,624
6130,3,854,572,886,606
6130,4,977,608,1013,652
6131,0,1004,615,1031,649
6131,1,852,595,889,637
6131,2,990,580,1024,624
6131,3,854,572,886,606
6131,4,977,608,1013,652
6132,0,1004,615,1031,649
6132,1,852,595,889,637
6132,2,990,580,1024,624
6132,3,854,572,886,606
6132,4,977,608,1013,652
6133,0,1004,615,1031,649
6133,1,852,595,889,637
6133,2,990,580,1024,624
6133,3,854,573,886,607
6133,4,977,608,1013,652
6134,0,1004,615,1031,649
6134,1,852,595,889,637
6134,2,990,580,1024,624
6134,3,854,573,886,607
6134,4,977,608,1013,652
6135,0,1004,615,1031,649
6135,1,852,595,889,637
6135,2,990,580,1024,624
6135,3,854,573,886,607
6135,4,977,608,1013,652
6136,0,1004,615,1031,649
6136,1,852,595,889,637
6136,2,990,580,1024,624
6136,3,854,573,886,607
6136,4,977,608,1013,652
6137,0,1004,615,1031,649
6137,1,852,595,889,637
6137,2,990,580,1024,624
6137,3,854,573,886,607
6137,4,977,608,1013,652
6138,0,1004,615,1031,649
6138,1,852,595,889,637
6138,2,990,580,1024,624
6138,3,854,573,886,607
6138,4,977,608,1013,652
6139,0,1004,615,1031,649
6139,1,852,595,889,637
6139,2,990,580,1024,624
6139,3,854,573,886,607
6139,4,977,608,1013,652
6140,0,1004,615,1031,649
6140,1,852,595,889,637
6140,2,990,580,1024,624
6140,3,854,573,886,607
6140,4,977,608,1013,652
6141,0,1004,615,1031,649
6141,1,852,595,889,637
6141,2,990,580,1024,624
6141,3,854,573,886,607
6141,4,977,608,1013,652
6142,0,1004,615,1031,649
6142,1,852,595,889,637
6142,2,990,580,1024,624
6142,3,854,573,886,607
6142,4,977,608,1013,652
6143,0,1004,615,1031,649
6143,1,852,595,889,637
6143,2,990,580,1024,624
6143,3,854,573,886,607
6143,4,977,608,1013,652
6144,0,1004,615,1031,649
6144,1,852,595,889,637
6144,2,990,580,1024,624
6144,3,854,573,886,607
6144,4,977,608,1013,652
6145,0,1004,615,1031,649
6145,1,852,595,889,637
6145,2,990,580,1024,624
6145,3,854,573,886,607
6145,4,977,608,1013,652
6146,0,1004,615,1031,649
6146,1,852,595,889,637
6146,2,990,580,1024,624
6146,3,854,573,886,607
6146,4,977,608,1013,652
6147,0,1004,615,1031,649
6147,1,852,595,889,637
6147,2,990,580,1024,624
6147,3,854,573,886,607
6147,4,977,608,1013,652
6148,0,1004,615,1031,649
6148,1,853,595,889,637
6148,2,990,580,1024,624
6148,3,854,573,886,607
6148,4,977,608,1013,652
6149,0,1004,615,1031,649
6149,1,853,595,889,637
6149,2,990,580,1024,624
6149,3,854,573,886,607
6149,4,977,608,1013,652
6150,0,1004,615,1031,649
6150,1,853,595,889,637
6150,2,990,580,1024,624
6150,3,854,573,886,607
6150,4,977,608,1013,652
6151,0,1004,615,1031,649
6151,1,853,595,889,637
6151,2,990,580,1024,624
6151,3,853,573,885,607
6151,4,977,608,1013,652
6152,0,1004,615,1031,649
6152,1,853,595,889,637
6152,2,990,580,1024,624
6152,3,853,573,885,607
6152,4,977,608,1013,652
6153,0,1004,615,1031,649
6153,1,853,595,889,637
6153,2,990,580,1024,624
6153,3,853,573,885,607
6153,4,977,608,1013,652
6154,0,1004,615,1031,649
6154,1,853,595,889,637
6154,2,990,580,1024,624
6154,3,853,573,885,607
6154,4,977,608,1013,652
6155,0,1004,615,1031,649
6155,1,853,595,889,637
6155,2,990,580,1024,624
6155,3,853,573,885,607
6155,4,977,608,1013,652
6156,0,1004,615,1031,649
6156,1,853,595,889,637
6156,2,990,580,1024,624
6156,3,853,573,885,607
6156,4,977,608,1013,652
6157,0,1004,615,1031,649
6157,1,853,595,889,637
6157,2,990,580,1024,624
6157,3,853,573,885,607
6157,4,977,608,1013,652
6158,0,1004,615,1031,649
6158,1,853,595,889,637
6158,2,990,580,1024,624
6158,3,853,573,885,607
6158,4,977,608,1013,652
6159,0,1004,615,1031,649
6159,1,853,595,889,637
6159,2,990,580,1024,624
6159,3,853,573,885,607
6159,4,977,608,1013,652
6160,0,1004,615,1031,649
6160,1,853,595,889,637
6160,2,990,580,1024,624
6160,3,853,573,885,607
6160,4,977,608,1013,652
6161,0,1004,615,1031,649
6161,1,853,595,889,637
6161,2,990,580,1024,624
6161,3,853,573,885,607
6161,4,977,608,1013,652
6162,0,1004,615,1031,649
6162,1,853,595,889,637
6162,2,990,580,1024,624
6162,3,853,573,885,607
6162,4,977,608,1013,652
6163,0,1004,615,1031,649
6163,1,853,595,889,637
6163,2,990,580,1024,624
6163,3,853,573,885,607
6163,4,977,608,1013,652
6164,0,1004,615,1031,649
6164,1,853,595,889,637
6164,2,990,580,1024,624
6164,3,853,573,885,607
6164,4,977,608,1013,652
6165,0,1004,615,1031,649
6165,1,853,595,889,637
6165,2,990,580,1024,624
6165,3,853,573,885,607
6165,4,977,608,1013,652
6166,0,1004,615,1031,649
6166,1,853,595,889,637
6166,2,990,580,1024,624
6166,3,853,573,885,607
6166,4,977,608,1013,652
6167,0,1004,615,1031,649
6167,1,853,595,889,637
6167,2,990,580,1024,624
6167,3,853,573,885,607
6167,4,977,608,1013,652
6168,0,1004,615,1031,649
6168,1,853,595,889,637
6168,2,990,580,1024,624
6168,3,853,573,885,607
6168,4,977,608,1013,652
6169,0,1004,615,1031,649
6169,1,853,595,889,637
6169,2,990,580,1024,624
6169,3,853,573,885,607
6169,4,977,608,1013,652
6170,0,1004,615,1031,649
6170,1,853,595,889,637
6170,2,990,580,1024,624
6170,3,853,573,885,607
6170,4,977,608,1013,652
6171,0,1004,615,1031,649
6171,1,853,595,889,637
6171,2,990,580,1024,624
6171,3,853,573,885,607
6171,4,977,608,1013,652
6172,0,1004,615,1031,649
6172,1,853,595,889,637
6172,2,990,580,1024,624
6172,3,853,573,885,607
6172,4,977,608,1013,652
6173,0,1004,615,1031,649
6173,1,853,595,889,637
6173,2,990,580,1024,624
6173,3,853,573,885,607
6173,4,977,608,1013,652
6174,0,1004,615,1031,649
6174,1,853,595,889,637
6174,2,990,580,1024,624
6174,3,853,573,885,607
6174,4,977,608,1013,652
6175,0,1004,615,1031,649
6175,1,853,595,889,637
6175,2,990,580,1024,624
6175,3,853,573,885,607
6175,4,977,608,1013,652
6176,0,1004,615,1031,649
6176,1,853,595,889,637
6176,2,990,580,1024,624
6176,3,853,573,885,607
6176,4,977,608,1013,652
6177,0,1004,615,1031,649
6177,1,853,595,889,637
6177,2,990,580,1024,624
6177,3,853,573,885,607
6177,4,977,608,1013,652
6178,0,1004,615,1031,649
6178,1,853,595,889,637
6178,2,990,580,1024,624
6178,3,853,573,885,607
6178,4,977,608,1013,652
6179,0,1004,615,1031,649
6179,1,853,595,889,637
6179,2,990,580,1024,624
6179,3,853,573,885,607
6179,4,977,608,1013,652
6180,0,1004,615,1031,649
6180,1,853,595,889,637
6180,2,990,580,1024,624
6180,3,853,573,885,607
6180,4,977,608,1013,652
6181,0,1004,615,1031,649
6181,1,853,595,889,637
6181,2,990,580,1024,624
6181,3,853,573,885,607
6181,4,977,608,1013,652
6182,0,1004,615,1031,649
6182,1,853,595,889,637
6182,2,990,580,1024,624
6182,3,853,573,885,607
6182,4,977,608,1013,652
6183,0,1004,615,1031,649
6183,1,853,595,889,637
6183,2,990,580,1024,624
6183,3,854,573,885,607
6183,4,977,608,1013,652
6184,0,1004,615,1031,649
6184,1,853,595,889,637
6184,2,990,580,1024,624
6184,3,854,573,885,607
6184,4,977,608,1013,652
6185,0,1004,615,1031,649
6185,1,853,595,889,637
6185,2,990,580,1024,624
6185,3,854,573,885,607
6185,4,977,608,1013,652
6186,0,1004,615,1031,649
6186,1,853,595,889,637
6186,2,990,580,1024,624
6186,3,854,573,885,607
6186,4,977,608,1013,652
6187,0,1004,615,1031,649
6187,1,853,595,889,637
6187,2,990,580,1024,624
6187,3,854,573,885,607
6187,4,977,608,1013,652
6188,0,1004,615,1031,649
6188,1,853,595,889,637
6188,2,990,580,1024,624
6188,3,854,573,885,607
6188,4,977,608,1013,652
6189,0,1004,615,1031,649
6189,1,853,595,889,637
6189,2,990,580,1024,624
6189,3,854,573,885,607
6189,4,977,608,1013,652
6190,0,1004,615,1031,649
6190,1,854,595,889,637
6190,2,990,580,1024,624
6190,3,854,573,885,607
6190,4,977,608,1013,652
6191,0,1004,615,1031,649
6191,1,854,595,889,637
6191,2,990,580,1024,624
6191,3,854,573,885,607
6191,4,977,608,1013,652
6192,0,1004,615,1031,649
6192,1,854,595,889,637
6192,2,990,580,1024,624
6192,3,854,573,885,607
6192,4,977,608,1013,652
6193,0,1004,615,1031,649
6193,1,854,595,889,637
6193,2,990,580,1024,624
6193,3,854,573,885,607
6193,4,977,608,1013,652
6194,0,1004,615,1031,649
6194,1,854,595,889,637
6194,2,990,580,1024,624
6194,3,854,573,885,607
6194,4,977,608,1013,652
6195,0,1004,615,1031,649
6195,1,854,595,889,637
6195,2,990,580,1024,624
6195,3,854,573,885,607
6195,4,977,608,1013,652
6196,0,1004,615,1031,649
6196,1,854,596,889,637
6196,2,990,580,1024,624
6196,3,854,573,885,607
6196,4,977,608,1013,652
6197,0,1004,615,1031,649
6197,1,854,596,889,637
6197,2,990,580,1024,624
6197,3,854,573,885,607
6197,4,977,608,1013,652
6198,0,1004,615,1031,649
6198,1,854,596,889,637
6198,2,990,580,1024,624
6198,3,854,573,885,607
6198,4,977,608,1013,652
6199,0,1004,615,1031,649
6199,1,854,596,889,637
6199,2,990,580,1024,624
6199,3,854,573,885,607
6199,4,977,608,1013,652
6200,0,1004,615,1031,649
6200,1,854,596,889,637
6200,2,990,580,1024,624
6200,3,854,573,885,607
6200,4,977,608,1013,652
6201,0,1004,615,1031,649
6201,1,854,596,889,637
6201,2,990,580,1024,624
6201,3,854,573,885,607
6201,4,977,608,1013,652
6202,0,1004,615,1031,649
6202,1,854,596,889,637
6202,2,990,580,1024,624
6202,3,854,573,885,607
6202,4,977,608,1013,652
6203,0,1004,615,1031,649
6203,1,854,596,889,637
6203,2,990,580,1024,624
6203,3,854,573,885,607
6203,4,977,608,1013,652
6204,0,1004,615,1031,649
6204,1,854,596,889,637
6204,2,990,580,1024,624
6204,3,854,573,885,607
6204,4,977,608,1013,652
6205,0,1004,615,1031,649
6205,1,854,596,889,637
6205,2,990,580,1024,624
6205,3,854,573,885,607
6205,4,977,608,1013,652
6206,0,1004,615,1031,649
6206,1,854,596,889,637
6206,2,990,580,1024,624
6206,3,854,573,885,607
6206,4,977,608,1013,652
6207,0,1004,615,1031,649
6207,1,854,596,889,637
6207,2,990,580,1024,624
6207,3,854,573,885,607
6207,4,977,608,1013,652
6208,0,1004,615,1031,649
6208,1,854,596,889,637
6208,2,990,580,1024,624
6208,3,854,573,885,607
6208,4,977,608,1013,652
6209,0,1004,615,1031,649
6209,1,854,596,889,637
6209,2,990,580,1024,624
6209,3,854,573,885,607
6209,4,977,608,1013,652
6210,0,1004,615,1031,649
6210,1,854,596,889,637
6210,2,990,580,1024,624
6210,3,854,573,885,607
6210,4,977,608,1013,652
6211,0,1004,615,1031,649
6211,1,854,596,889,637
6211,2,990,580,1024,624
6211,3,854,573,885,607
6211,4,977,608,1013,652
6212,0,1004,615,1031,649
6212,1,854,596,889,637
6212,2,990,580,1024,624
6212,3,854,573,885,607
6212,4,977,608,1013,652
6213,0,1004,615,1031,649
6213,1,854,596,889,637
6213,2,990,580,1024,624
6213,3,854,573,885,607
6213,4,977,608,1013,652
6214,0,1004,615,1031,649
6214,1,854,596,889,637
6214,2,990,580,1024,624
6214,3,854,573,885,607
6214,4,977,608,1013,652
6215,0,1004,615,1031,649
6215,1,854,596,889,637
6215,2,990,580,1024,624
6215,3,854,573,885,607
6215,4,977,608,1013,652
6216,0,1004,615,1031,649
6216,1,854,596,889,637
6216,2,990,580,1024,624
6216,3,854,573,885,607
6216,4,977,608,1013,652
6217,0,1004,615,1031,649
6217,1,854,596,889,637
6217,2,990,580,1024,624
6217,3,854,573,885,607
6217,4,977,608,1013,652
6218,0,1004,615,1031,649
6218,1,854,596,889,637
6218,2,990,580,1024,624
6218,3,854,573,885,607
6218,4,977,608,1013,652
6219,0,1004,615,1031,649
6219,1,854,596,889,637
6219,2,990,580,1024,624
6219,3,854,574,885,608
6219,4,977,608,1013,652
6220,0,1004,615,1031,649
6220,1,854,595,889,636
6220,2,990,580,1024,624
6220,3,854,574,885,608
6220,4,977,608,1013,652
6221,0,1004,615,1031,649
6221,1,854,595,889,636
6221,2,990,580,1024,624
6221,3,854,574,885,608
6221,4,977,608,1013,652
6222,0,1004,615,1031,649
6222,1,854,595,889,636
6222,2,990,580,1024,624
6222,3,854,574,885,608
6222,4,977,608,1013,652
6223,0,1004,615,1031,649
6223,1,854,595,889,636
6223,2,990,580,1024,624
6223,3,854,574,885,608
6223,4,977,608,1013,652
6224,0,1004,615,1031,649
6224,1,854,595,889,636
6224,2,990,580,1024,624
6224,3,854,574,885,608
6224,4,977,608,1013,652
6225,0,1004,615,1031,649
6225,1,854,595,889,636
6225,2,990,580,1024,624
6225,3,854,574,885,608
6225,4,977,608,1013,652
6226,0,1004,615,1031,649
6226,1,854,595,889,636
6226,2,990,580,1024,624
6226,3,854,574,885,608
6226,4,977,608,1013,652
6227,0,1004,615,1031,649
6227,1,854,595,889,636
6227,2,990,580,1024,624
6227,3,854,574,885,608
6227,4,977,608,1013,652
6228,0,1004,615,1031,649
6228,1,854,595,889,636
6228,2,990,580,1024,624
6228,3,854,574,885,608
6228,4,977,608,1013,652
6229,0,1004,615,1031,649
6229,1,854,595,889,636
6229,2,990,580,1024,624
6229,3,854,574,885,608
6229,4,977,608,1013,652
6230,0,1004,615,1031,649
6230,1,854,595,889,636
6230,2,990,580,1024,624
6230,3,854,574,885,608
6230,4,977,608,1013,652
6231,0,1004,615,1031,649
6231,1,854,595,889,636
6231,2,990,580,1024,624
6231,3,854,574,885,608
6231,4,977,608,1013,652
6232,0,1004,615,1031,649
6232,1,854,595,889,636
6232,2,990,580,1024,624
6232,3,854,574,885,608
6232,4,977,608,1013,652
6233,0,1004,615,1031,649
6233,1,854,595,889,636
6233,2,990,580,1024,624
6233,3,854,574,885,608
6233,4,977,608,1013,652
6234,0,1004,615,1031,649
6234,1,855,595,889,636
6234,2,990,580,1024,624
6234,3,854,574,885,608
6234,4,977,608,1013,652
6235,0,1004,615,1031,649
6235,1,855,595,889,636
6235,2,990,580,1024,624
6235,3,854,574,885,608
6235,4,977,608,1013,652
6236,0,1004,615,1031,649
6236,1,855,595,889,636
6236,2,990,580,1024,624
6236,3,854,574,885,608
6236,4,977,608,1013,652
6237,0,1004,615,1031,649
6237,1,855,595,889,636
6237,2,990,580,1024,624
6237,3,854,574,885,608
6237,4,977,608,1013,652
6238,0,1004,615,1031,649
6238,1,855,595,889,636
6238,2,990,580,1024,624
6238,3,854,574,885,608
6238,4,977,608,1013,652
6239,0,1004,615,1031,649
6239,1,855,595,889,636
6239,2,990,580,1024,624
6239,3,854,574,885,608
6239,4,977,608,1013,652
6240,0,1004,615,1031,649
6240,1,855,595,889,636
6240,2,990,580,1024,624
6240,3,854,574,885,608
6240,4,977,608,1013,652
6241,0,1004,615,1031,649
6241,1,855,595,889,636
6241,2,990,580,1024,624
6241,3,854,574,885,608
6241,4,977,608,1013,652
6242,0,1004,615,1031,649
6242,1,855,595,889,636
6242,2,990,580,1024,624
6242,3,854,574,885,608
6242,4,977,608,1013,652
6243,0,1004,615,1031,649
6243,1,855,595,889,636
6243,2,990,580,1024,624
6243,3,854,574,885,608
6243,4,977,608,1013,652
6244,1,851,603,889,641
6244,3,853,571,887,604
6244,0,1003,615,1031,649
6244,2,990,580,1024,624
6244,4,977,608,1013,652
6245,1,851,603,889,641
6245,3,853,571,887,604
6245,0,1003,615,1031,649
6245,2,990,581,1024,624
6245,4,976,607,1012,651
6246,1,851,603,889,641
6246,3,853,571,887,604
6246,0,1004,615,1032,649
6246,2,990,581,1024,624
6246,4,976,607,1012,651
6247,1,851,603,889,641
6247,3,853,571,887,604
6247,0,1004,614,1032,648
6247,2,989,581,1023,624
6247,4,976,608,1012,651
6248,1,851,603,889,641
6248,3,853,571,887,604
6248,0,1004,614,1032,648
6248,2,989,581,1023,624
6248,4,976,608,1012,651
6249,1,851,603,889,641
6249,3,852,576,886,609
6249,0,1004,614,1032,648
6249,2,989,581,1023,624
6249,4,976,608,1012,651
6250,1,851,603,889,641
6250,3,852,576,886,609
6250,0,1004,614,1033,648
6250,2,989,581,1023,624
6250,4,976,608,1012,651
6251,1,851,603,889,641
6251,3,852,576,886,609
6251,0,1004,614,1033,648
6251,2,989,581,1023,624
6251,4,976,608,1012,651
6252,1,851,603,889,641
6252,3,852,576,886,609
6252,0,1004,615,1033,648
6252,2,989,582,1023,624
6252,4,975,608,1011,650
6253,1,851,603,889,641
6253,3,852,576,886,609
6253,0,1004,614,1033,647
6253,2,989,581,1023,623
6253,4,975,608,1011,650
6254,1,851,603,889,641
6254,3,852,576,886,609
6254,0,1004,614,1033,647
6254,2,989,581,1023,623
6254,4,975,608,1011,650
6255,1,851,603,889,641
6255,3,852,576,886,609
6255,0,1005,614,1034,647
6255,2,989,581,1023,623
6255,4,975,608,1011,650
6256,1,851,603,889,641
6256,3,852,576,886,609
6256,0,1005,614,1034,647
6256,2,989,582,1023,623
6256,4,975,608,1011,650
6257,1,851,603,889,641
6257,3,852,576,886,609
6257,0,1004,614,1034,647
6257,2,988,582,1022,623
