,Propositions
2259,"blue = 50, purple = 20, red = 10, yellow = 50"
2260,"blue = 50, purple = 30, red = 10, yellow = 10"
2261,"blue = 50, purple = 30, red = 10, yellow = 20"
2262,"blue = 50, purple = 30, red = 10, yellow = 30"
2263,"blue = 50, purple = 30, red = 10, yellow = 40"
2264,"blue = 50, purple = 30, red = 10, yellow = 50"
2265,"blue = 50, purple = 40, red = 10, yellow = 10"
2266,"blue = 50, purple = 40, red = 10, yellow = 20"
2267,"blue = 50, purple = 40, red = 10, yellow = 30"
2268,"blue = 50, purple = 40, red = 10, yellow = 40"
2269,"blue = 50, purple = 40, red = 10, yellow = 50"
2270,"blue = 50, purple = 50, red = 10, yellow = 10"
2271,"blue = 50, purple = 50, red = 10, yellow = 20"
2272,"blue = 50, purple = 50, red = 10, yellow = 30"
2273,"blue = 50, purple = 50, red = 10, yellow = 40"
2274,"blue = 50, purple = 50, red = 10, yellow = 50"
2275,"green = 10, purple = 10, red = 10, yellow = 10"
2276,"green = 10, purple = 10, red = 10, yellow = 20"
2277,"green = 10, purple = 10, red = 10, yellow = 30"
2278,"green = 10, purple = 10, red = 10, yellow = 40"
2279,"green = 10, purple = 10, red = 10, yellow = 50"
2280,"green = 10, purple = 20, red = 10, yellow = 10"
2281,"green = 10, purple = 20, red = 10, yellow = 20"
2282,"green = 10, purple = 20, red = 10, yellow = 30"
2283,"green = 10, purple = 20, red = 10, yellow = 40"
2284,"green = 10, purple = 20, red = 10, yellow = 50"
2285,"green = 10, purple = 30, red = 10, yellow = 10"
2286,"green = 10, purple = 30, red = 10, yellow = 20"
2287,"green = 10, purple = 30, red = 10, yellow = 30"
2288,"green = 10, purple = 30, red = 10, yellow = 40"
2289,"green = 10, purple = 30, red = 10, yellow = 50"
2290,"green = 10, purple = 40, red = 10, yellow = 10"
2291,"green = 10, purple = 40, red = 10, yellow = 20"
2292,"green = 10, purple = 40, red = 10, yellow = 30"
2293,"green = 10, purple = 40, red = 10, yellow = 40"
2294,"green = 10, purple = 40, red = 10, yellow = 50"
2295,"green = 10, purple = 50, red = 10, yellow = 10"
2296,"green = 10, purple = 50, red = 10, yellow = 20"
2297,"green = 10, purple = 50, red = 10, yellow = 30"
2298,"green = 10, purple = 50, red = 10, yellow = 40"
2299,"green = 10, purple = 50, red = 10, yellow = 50"
2300,"green = 20, purple = 10, red = 10, yellow = 10"
2301,"green = 20, purple = 10, red = 10, yellow = 20"
2302,"green = 20, purple = 10, red = 10, yellow = 30"
2303,"green = 20, purple = 10, red = 10, yellow = 40"
2304,"green = 20, purple = 10, red = 10, yellow = 50"
2305,"green = 20, purple = 20, red = 10, yellow = 10"
2306,"green = 20, purple = 20, red = 10, yellow = 20"
2307,"green = 20, purple = 20, red = 10, yellow = 30"
2308,"green = 20, purple = 20, red = 10, yellow = 40"
2309,"green = 20, purple = 20, red = 10, yellow = 50"
2310,"green = 20, purple = 30, red = 10, yellow = 10"
2311,"green = 20, purple = 30, red = 10, yellow = 20"
2312,"green = 20, purple = 30, red = 10, yellow = 30"
2313,"green = 20, purple = 30, red = 10, yellow = 40"
2314,"green = 20, purple = 30, red = 10, yellow = 50"
2315,"green = 20, purple = 40, red = 10, yellow = 10"
2316,"green = 20, purple = 40, red = 10, yellow = 20"
2317,"green = 20, purple = 40, red = 10, yellow = 30"
2318,"green = 20, purple = 40, red = 10, yellow = 40"
2319,"green = 20, purple = 40, red = 10, yellow = 50"
2320,"green = 20, purple = 50, red = 10, yellow = 10"
2321,"green = 20, purple = 50, red = 10, yellow = 20"
2322,"green = 20, purple = 50, red = 10, yellow = 30"
2323,"green = 20, purple = 50, red = 10, yellow = 40"
2324,"green = 20, purple = 50, red = 10, yellow = 50"
2325,"green = 30, purple = 10, red = 10, yellow = 10"
2326,"green = 30, purple = 10, red = 10, yellow = 20"
2327,"green = 30, purple = 10, red = 10, yellow = 30"
2328,"green = 30, purple = 10, red = 10, yellow = 40"
2329,"green = 30, purple = 10, red = 10, yellow = 50"
2330,"green = 30, purple = 20, red = 10, yellow = 10"
2331,"green = 30, purple = 20, red = 10, yellow = 20"
2332,"green = 30, purple = 20, red = 10, yellow = 30"
2333,"green = 30, purple = 20, red = 10, yellow = 40"
2334,"green = 30, purple = 20, red = 10, yellow = 50"
2335,"green = 30, purple = 30, red = 10, yellow = 10"
2336,"green = 30, purple = 30, red = 10, yellow = 20"
2337,"green = 30, purple = 30, red = 10, yellow = 30"
2338,"green = 30, purple = 30, red = 10, yellow = 40"
2339,"green = 30, purple = 30, red = 10, yellow = 50"
2340,"green = 30, purple = 40, red = 10, yellow = 10"
2341,"green = 30, purple = 40, red = 10, yellow = 20"
2342,"green = 30, purple = 40, red = 10, yellow = 30"
2343,"green = 30, purple = 40, red = 10, yellow = 40"
2344,"green = 30, purple = 40, red = 10, yellow = 50"
2345,"green = 30, purple = 50, red = 10, yellow = 10"
2346,"green = 30, purple = 50, red = 10, yellow = 20"
2347,"green = 30, purple = 50, red = 10, yellow = 30"
2348,"green = 30, purple = 50, red = 10, yellow = 40"
2349,"green = 30, purple = 50, red = 10, yellow = 50"
2350,"green = 40, purple = 10, red = 10, yellow = 10"
2351,"green = 40, purple = 10, red = 10, yellow = 20"
2352,"green = 40, purple = 10, red = 10, yellow = 30"
2353,"green = 40, purple = 10, red = 10, yellow = 40"
2354,"green = 40, purple = 10, red = 10, yellow = 50"
2355,"green = 40, purple = 20, red = 10, yellow = 10"
2356,"green = 40, purple = 20, red = 10, yellow = 20"
2357,"green = 40, purple = 20, red = 10, yellow = 30"
2358,"green = 40, purple = 20, red = 10, yellow = 40"
2359,"green = 40, purple = 20, red = 10, yellow = 50"
2360,"green = 40, purple = 30, red = 10, yellow = 10"
2361,"green = 40, purple = 30, red = 10, yellow = 20"
2362,"green = 40, purple = 30, red = 10, yellow = 30"
2363,"green = 40, purple = 30, red = 10, yellow = 40"
2364,"green = 40, purple = 30, red = 10, yellow = 50"
2365,"green = 40, purple = 40, red = 10, yellow = 10"
2366,"green = 40, purple = 40, red = 10, yellow = 20"
2367,"green = 40, purple = 40, red = 10, yellow = 30"
2368,"green = 40, purple = 40, red = 10, yellow = 40"
2369,"green = 40, purple = 40, red = 10, yellow = 50"
2370,"green = 40, purple = 50, red = 10, yellow = 10"
2371,"green = 40, purple = 50, red = 10, yellow = 20"
2372,"green = 40, purple = 50, red = 10, yellow = 30"
2373,"green = 40, purple = 50, red = 10, yellow = 40"
2374,"green = 40, purple = 50, red = 10, yellow = 50"
2375,"green = 50, purple = 10, red = 10, yellow = 10"
2376,"green = 50, purple = 10, red = 10, yellow = 20"
2377,"green = 50, purple = 10, red = 10, yellow = 30"
2378,"green = 50, purple = 10, red = 10, yellow = 40"
2379,"green = 50, purple = 10, red = 10, yellow = 50"
2380,"green = 50, purple = 20, red = 10, yellow = 10"
2381,"green = 50, purple = 20, red = 10, yellow = 20"
2382,"green = 50, purple = 20, red = 10, yellow = 30"
2383,"green = 50, purple = 20, red = 10, yellow = 40"
2384,"green = 50, purple = 20, red = 10, yellow = 50"
2385,"green = 50, purple = 30, red = 10, yellow = 10"
2386,"green = 50, purple = 30, red = 10, yellow = 20"
2387,"green = 50, purple = 30, red = 10, yellow = 30"
2388,"green = 50, purple = 30, red = 10, yellow = 40"
2389,"green = 50, purple = 30, red = 10, yellow = 50"
2390,"green = 50, purple = 40, red = 10, yellow = 10"
2391,"green = 50, purple = 40, red = 10, yellow = 20"
2392,"green = 50, purple = 40, red = 10, yellow = 30"
2393,"green = 50, purple = 40, red = 10, yellow = 40"
2394,"green = 50, purple = 40, red = 10, yellow = 50"
2395,"green = 50, purple = 50, red = 10, yellow = 10"
2396,"green = 50, purple = 50, red = 10, yellow = 20"
2397,"green = 50, purple = 50, red = 10, yellow = 30"
2398,"green = 50, purple = 50, red = 10, yellow = 40"
2399,"green = 50, purple = 50, red = 10, yellow = 50"
2400,"blue = 10, green = 10, purple = 10, red = 20"
2401,"blue = 10, green = 10, purple = 20, red = 20"
2402,"blue = 10, green = 10, purple = 30, red = 20"
2403,"blue = 10, green = 10, purple = 40, red = 20"
2404,"blue = 10, green = 10, purple = 50, red = 20"
2405,"blue = 10, green = 10, red = 20, yellow = 10"
2406,"blue = 10, green = 10, red = 20, yellow = 20"
2407,"blue = 10, green = 10, red = 20, yellow = 30"
2408,"blue = 10, green = 10, red = 20, yellow = 40"
2409,"blue = 10, green = 10, red = 20, yellow = 50"
2410,"blue = 10, green = 20, purple = 10, red = 20"
2411,"blue = 10, green = 20, purple = 20, red = 20"
2412,"blue = 10, green = 20, purple = 30, red = 20"
2413,"blue = 10, green = 20, purple = 40, red = 20"
2414,"blue = 10, green = 20, purple = 50, red = 20"
2415,"blue = 10, green = 20, red = 20, yellow = 10"
2416,"blue = 10, green = 20, red = 20, yellow = 20"
2417,"blue = 10, green = 20, red = 20, yellow = 30"
2418,"blue = 10, green = 20, red = 20, yellow = 40"
2419,"blue = 10, green = 20, red = 20, yellow = 50"
2420,"blue = 10, green = 30, purple = 10, red = 20"
2421,"blue = 10, green = 30, purple = 20, red = 20"
2422,"blue = 10, green = 30, purple = 30, red = 20"
2423,"blue = 10, green = 30, purple = 40, red = 20"
2424,"blue = 10, green = 30, purple = 50, red = 20"
2425,"blue = 10, green = 30, red = 20, yellow = 10"
2426,"blue = 10, green = 30, red = 20, yellow = 20"
2427,"blue = 10, green = 30, red = 20, yellow = 30"
2428,"blue = 10, green = 30, red = 20, yellow = 40"
2429,"blue = 10, green = 30, red = 20, yellow = 50"
2430,"blue = 10, green = 40, purple = 10, red = 20"
2431,"blue = 10, green = 40, purple = 20, red = 20"
2432,"blue = 10, green = 40, purple = 30, red = 20"
2433,"blue = 10, green = 40, purple = 40, red = 20"
2434,"blue = 10, green = 40, purple = 50, red = 20"
2435,"blue = 10, green = 40, red = 20, yellow = 10"
2436,"blue = 10, green = 40, red = 20, yellow = 20"
2437,"blue = 10, green = 40, red = 20, yellow = 30"
2438,"blue = 10, green = 40, red = 20, yellow = 40"
2439,"blue = 10, green = 40, red = 20, yellow = 50"
2440,"blue = 10, green = 50, purple = 10, red = 20"
2441,"blue = 10, green = 50, purple = 20, red = 20"
2442,"blue = 10, green = 50, purple = 30, red = 20"
2443,"blue = 10, green = 50, purple = 40, red = 20"
2444,"blue = 10, green = 50, purple = 50, red = 20"
2445,"blue = 10, green = 50, red = 20, yellow = 10"
2446,"blue = 10, green = 50, red = 20, yellow = 20"
2447,"blue = 10, green = 50, red = 20, yellow = 30"
2448,"blue = 10, green = 50, red = 20, yellow = 40"
2449,"blue = 10, green = 50, red = 20, yellow = 50"
2450,"blue = 10, purple = 10, red = 20, yellow = 10"
2451,"blue = 10, purple = 10, red = 20, yellow = 20"
2452,"blue = 10, purple = 10, red = 20, yellow = 30"
2453,"blue = 10, purple = 10, red = 20, yellow = 40"
2454,"blue = 10, purple = 10, red = 20, yellow = 50"
2455,"blue = 10, purple = 20, red = 20, yellow = 10"
2456,"blue = 10, purple = 20, red = 20, yellow = 20"
2457,"blue = 10, purple = 20, red = 20, yellow = 30"
2458,"blue = 10, purple = 20, red = 20, yellow = 40"
2459,"blue = 10, purple = 20, red = 20, yellow = 50"
2460,"blue = 10, purple = 30, red = 20, yellow = 10"
2461,"blue = 10, purple = 30, red = 20, yellow = 20"
2462,"blue = 10, purple = 30, red = 20, yellow = 30"
2463,"blue = 10, purple = 30, red = 20, yellow = 40"
2464,"blue = 10, purple = 30, red = 20, yellow = 50"
2465,"blue = 10, purple = 40, red = 20, yellow = 10"
2466,"blue = 10, purple = 40, red = 20, yellow = 20"
2467,"blue = 10, purple = 40, red = 20, yellow = 30"
2468,"blue = 10, purple = 40, red = 20, yellow = 40"
2469,"blue = 10, purple = 40, red = 20, yellow = 50"
2470,"blue = 10, purple = 50, red = 20, yellow = 10"
2471,"blue = 10, purple = 50, red = 20, yellow = 20"
2472,"blue = 10, purple = 50, red = 20, yellow = 30"
2473,"blue = 10, purple = 50, red = 20, yellow = 40"
2474,"blue = 10, purple = 50, red = 20, yellow = 50"
2475,"blue = 20, green = 10, purple = 10, red = 20"
2476,"blue = 20, green = 10, purple = 20, red = 20"
2477,"blue = 20, green = 10, purple = 30, red = 20"
2478,"blue = 20, green = 10, purple = 40, red = 20"
2479,"blue = 20, green = 10, purple = 50, red = 20"
2480,"blue = 20, green = 10, red = 20, yellow = 10"
2481,"blue = 20, green = 10, red = 20, yellow = 20"
2482,"blue = 20, green = 10, red = 20, yellow = 30"
2483,"blue = 20, green = 10, red = 20, yellow = 40"
2484,"blue = 20, green = 10, red = 20, yellow = 50"
2485,"blue = 20, green = 20, purple = 10, red = 20"
2486,"blue = 20, green = 20, purple = 20, red = 20"
2487,"blue = 20, green = 20, purple = 30, red = 20"
2488,"blue = 20, green = 20, purple = 40, red = 20"
2489,"blue = 20, green = 20, purple = 50, red = 20"
2490,"blue = 20, green = 20, red = 20, yellow = 10"
2491,"blue = 20, green = 20, red = 20, yellow = 20"
2492,"blue = 20, green = 20, red = 20, yellow = 30"
2493,"blue = 20, green = 20, red = 20, yellow = 40"
2494,"blue = 20, green = 20, red = 20, yellow = 50"
2495,"blue = 20, green = 30, purple = 10, red = 20"
2496,"blue = 20, green = 30, purple = 20, red = 20"
2497,"blue = 20, green = 30, purple = 30, red = 20"
2498,"blue = 20, green = 30, purple = 40, red = 20"
2499,"blue = 20, green = 30, purple = 50, red = 20"
2500,"blue = 20, green = 30, red = 20, yellow = 10"
2501,"blue = 20, green = 30, red = 20, yellow = 20"
2502,"blue = 20, green = 30, red = 20, yellow = 30"
2503,"blue = 20, green = 30, red = 20, yellow = 40"
2504,"blue = 20, green = 30, red = 20, yellow = 50"
2505,"blue = 20, green = 40, purple = 10, red = 20"
2506,"blue = 20, green = 40, purple = 20, red = 20"
2507,"blue = 20, green = 40, purple = 30, red = 20"
2508,"blue = 20, green = 40, purple = 40, red = 20"
2509,"blue = 20, green = 40, purple = 50, red = 20"
2510,"blue = 20, green = 40, red = 20, yellow = 10"
2511,"blue = 20, green = 40, red = 20, yellow = 20"
2512,"blue = 20, green = 40, red = 20, yellow = 30"
2513,"blue = 20, green = 40, red = 20, yellow = 40"
2514,"blue = 20, green = 40, red = 20, yellow = 50"
2515,"blue = 20, green = 50, purple = 10, red = 20"
2516,"blue = 20, green = 50, purple = 20, red = 20"
2517,"blue = 20, green = 50, purple = 30, red = 20"
2518,"blue = 20, green = 50, purple = 40, red = 20"
2519,"blue = 20, green = 50, purple = 50, red = 20"
2520,"blue = 20, green = 50, red = 20, yellow = 10"
2521,"blue = 20, green = 50, red = 20, yellow = 20"
2522,"blue = 20, green = 50, red = 20, yellow = 30"
2523,"blue = 20, green = 50, red = 20, yellow = 40"
2524,"blue = 20, green = 50, red = 20, yellow = 50"
2525,"blue = 20, purple = 10, red = 20, yellow = 10"
2526,"blue = 20, purple = 10, red = 20, yellow = 20"
2527,"blue = 20, purple = 10, red = 20, yellow = 30"
2528,"blue = 20, purple = 10, red = 20, yellow = 40"
2529,"blue = 20, purple = 10, red = 20, yellow = 50"
2530,"blue = 20, purple = 20, red = 20, yellow = 10"
2531,"blue = 20, purple = 20, red = 20, yellow = 20"
2532,"blue = 20, purple = 20, red = 20, yellow = 30"
2533,"blue = 20, purple = 20, red = 20, yellow = 40"
2534,"blue = 20, purple = 20, red = 20, yellow = 50"
2535,"blue = 20, purple = 30, red = 20, yellow = 10"
2536,"blue = 20, purple = 30, red = 20, yellow = 20"
2537,"blue = 20, purple = 30, red = 20, yellow = 30"
2538,"blue = 20, purple = 30, red = 20, yellow = 40"
2539,"blue = 20, purple = 30, red = 20, yellow = 50"
2540,"blue = 20, purple = 40, red = 20, yellow = 10"
2541,"blue = 20, purple = 40, red = 20, yellow = 20"
2542,"blue = 20, purple = 40, red = 20, yellow = 30"
2543,"blue = 20, purple = 40, red = 20, yellow = 40"
2544,"blue = 20, purple = 40, red = 20, yellow = 50"
2545,"blue = 20, purple = 50, red = 20, yellow = 10"
2546,"blue = 20, purple = 50, red = 20, yellow = 20"
2547,"blue = 20, purple = 50, red = 20, yellow = 30"
2548,"blue = 20, purple = 50, red = 20, yellow = 40"
2549,"blue = 20, purple = 50, red = 20, yellow = 50"
2550,"blue = 30, green = 10, purple = 10, red = 20"
2551,"blue = 30, green = 10, purple = 20, red = 20"
2552,"blue = 30, green = 10, purple = 30, red = 20"
2553,"blue = 30, green = 10, purple = 40, red = 20"
2554,"blue = 30, green = 10, purple = 50, red = 20"
2555,"blue = 30, green = 10, red = 20, yellow = 10"
2556,"blue = 30, green = 10, red = 20, yellow = 20"
2557,"blue = 30, green = 10, red = 20, yellow = 30"
2558,"blue = 30, green = 10, red = 20, yellow = 40"
2559,"blue = 30, green = 10, red = 20, yellow = 50"
2560,"blue = 30, green = 20, purple = 10, red = 20"
2561,"blue = 30, green = 20, purple = 20, red = 20"
2562,"blue = 30, green = 20, purple = 30, red = 20"
2563,"blue = 30, green = 20, purple = 40, red = 20"
2564,"blue = 30, green = 20, purple = 50, red = 20"
2565,"blue = 30, green = 20, red = 20, yellow = 10"
2566,"blue = 30, green = 20, red = 20, yellow = 20"
2567,"blue = 30, green = 20, red = 20, yellow = 30"
2568,"blue = 30, green = 20, red = 20, yellow = 40"
2569,"blue = 30, green = 20, red = 20, yellow = 50"
2570,"blue = 30, green = 30, purple = 10, red = 20"
2571,"blue = 30, green = 30, purple = 20, red = 20"
2572,"blue = 30, green = 30, purple = 30, red = 20"
2573,"blue = 30, green = 30, purple = 40, red = 20"
2574,"blue = 30, green = 30, purple = 50, red = 20"
2575,"blue = 30, green = 30, red = 20, yellow = 10"
2576,"blue = 30, green = 30, red = 20, yellow = 20"
2577,"blue = 30, green = 30, red = 20, yellow = 30"
2578,"blue = 30, green = 30, red = 20, yellow = 40"
2579,"blue = 30, green = 30, red = 20, yellow = 50"
2580,"blue = 30, green = 40, purple = 10, red = 20"
2581,"blue = 30, green = 40, purple = 20, red = 20"
2582,"blue = 30, green = 40, purple = 30, red = 20"
2583,"blue = 30, green = 40, purple = 40, red = 20"
2584,"blue = 30, green = 40, purple = 50, red = 20"
2585,"blue = 30, green = 40, red = 20, yellow = 10"
2586,"blue = 30, green = 40, red = 20, yellow = 20"
2587,"blue = 30, green = 40, red = 20, yellow = 30"
2588,"blue = 30, green = 40, red = 20, yellow = 40"
2589,"blue = 30, green = 40, red = 20, yellow = 50"
2590,"blue = 30, green = 50, purple = 10, red = 20"
2591,"blue = 30, green = 50, purple = 20, red = 20"
2592,"blue = 30, green = 50, purple = 30, red = 20"
2593,"blue = 30, green = 50, purple = 40, red = 20"
2594,"blue = 30, green = 50, purple = 50, red = 20"
2595,"blue = 30, green = 50, red = 20, yellow = 10"
2596,"blue = 30, green = 50, red = 20, yellow = 20"
2597,"blue = 30, green = 50, red = 20, yellow = 30"
2598,"blue = 30, green = 50, red = 20, yellow = 40"
2599,"blue = 30, green = 50, red = 20, yellow = 50"
2600,"blue = 30, purple = 10, red = 20, yellow = 10"
2601,"blue = 30, purple = 10, red = 20, yellow = 20"
2602,"blue = 30, purple = 10, red = 20, yellow = 30"
2603,"blue = 30, purple = 10, red = 20, yellow = 40"
2604,"blue = 30, purple = 10, red = 20, yellow = 50"
2605,"blue = 30, purple = 20, red = 20, yellow = 10"
2606,"blue = 30, purple = 20, red = 20, yellow = 20"
2607,"blue = 30, purple = 20, red = 20, yellow = 30"
2608,"blue = 30, purple = 20, red = 20, yellow = 40"
2609,"blue = 30, purple = 20, red = 20, yellow = 50"
2610,"blue = 30, purple = 30, red = 20, yellow = 10"
2611,"blue = 30, purple = 30, red = 20, yellow = 20"
2612,"blue = 30, purple = 30, red = 20, yellow = 30"
2613,"blue = 30, purple = 30, red = 20, yellow = 40"
2614,"blue = 30, purple = 30, red = 20, yellow = 50"
2615,"blue = 30, purple = 40, red = 20, yellow = 10"
2616,"blue = 30, purple = 40, red = 20, yellow = 20"
2617,"blue = 30, purple = 40, red = 20, yellow = 30"
2618,"blue = 30, purple = 40, red = 20, yellow = 40"
2619,"blue = 30, purple = 40, red = 20, yellow = 50"
2620,"blue = 30, purple = 50, red = 20, yellow = 10"
2621,"blue = 30, purple = 50, red = 20, yellow = 20"
